"search-number","evaluation","a*","b*","c*","d*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"23","15","-13","-23","-1","9","-1465.673649966191","1","-642.736276304407","-2021.4500698274376"
"23","16","-12","-23","-8","8","-2387.9048626030362","1","-642.736276304407","-2021.4500698274376"
"23","17","-9","-23","0","9","-1829.9770743560462","1","-642.736276304407","-2021.4500698274376"
"23","18","-12","-10","-1","9","-542.2389716792941","1","-542.2389716792941","-962.3772531043761"
"23","19","-12","-10","-1","23","-3200.533080380872","1","-542.2389716792941","-962.3772531043761"
"23","20","-12","-7","-16","-10","-736.1944116377379","1","-542.2389716792941","-962.3772531043761"
"23","21","-12","-11","-16","9","-1330.5918931950405","1","-542.2389716792941","-962.3772531043761"
"23","22","-12","-10","0","9","-2181.559110901314","1","-542.2389716792941","-962.3772531043761"
"23","23","-12","-8","-1","9","-356.01374675319994","1","-356.01374675319994","646.1954285872052"
"23","24","-12","-8","-1","-10","-1546.0076201539184","1","-356.01374675319994","646.1954285872052"
"23","25","-12","-8","-1","6","-361.13749783364307","1","-356.01374675319994","646.1954285872052"
"23","26","-12","-5","-1","-10","-939.4280805520254","1","-356.01374675319994","646.1954285872052"
"23","27","-12","-9","-1","9","113.86241745590371","1","113.86241745590371","-1006.9289326476088"
"23","28","-11","-9","-1","9","-714.4863189535661","1","113.86241745590371","-1006.9289326476088"
"23","29","-12","-9","0","-10","-634.9172284111346","1","113.86241745590371","-1006.9289326476088"
"23","30","-12","-16","-32","9","-3820.048099453897","1","113.86241745590371","-1006.9289326476088"
"23","31","-12","-9","1","-10","-1089.4027932945573","1","113.86241745590371","-1006.9289326476088"
"23","32","-13","-12","0","8","-2187.8771127345026","1","113.86241745590371","-1006.9289326476088"
"23","33","-12","-10","-2","14","-1786.3896351444337","1","113.86241745590371","-1006.9289326476088"
"23","34","-12","-9","-1","14","-1432.4494329395998","1","113.86241745590371","-1006.9289326476088"
"23","35","-12","-9","0","9","-1436.6573572155444","1","113.86241745590371","-1006.9289326476088"
"23","36","-12","-12","-16","9","-1231.9979034357082","1","113.86241745590371","-1006.9289326476088"
"23","37","-12","-12","-4","9","-91.28802030568716","1","113.86241745590371","-1006.9289326476088"
"23","38","-12","-9","-1","15","-388.56405455149036","1","113.86241745590371","-1006.9289326476088"
"23","39","11","-9","-2","9","10.716891868950142","1","113.86241745590371","-1006.9289326476088"
"23","40","-22","-9","-8","10","-1062.8875708161859","1","113.86241745590371","-1006.9289326476088"
"24","1","-31","30","-6","-25","-4652.285659676015","1","-4652.285659676015","-4192.1252381219965"
"24","2","30","30","-6","-25","-5088.413817493274","1","-4652.285659676015","-4192.1252381219965"
"24","3","-31","29","-6","-8","-2965.0616071781924","1","-2965.0616071781924","-2922.413353123375"
"24","4","-31","29","5","-8","-3247.9027213658815","1","-2965.0616071781924","-2922.413353123375"
"24","5","-31","2","-6","-8","-1562.176354252772","1","-1562.176354252772","-40.78548909423591"
"24","6","-3","13","-6","-8","220.6338864444822","1","220.6338864444822","252.10375943659542"
"24","7","13","13","-3","-8","-307.20440046294686","1","220.6338864444822","252.10375943659542"
"24","8","2","13","-6","-8","104.49151262305065","1","220.6338864444822","252.10375943659542"
"24","9","-3","13","-6","-8","-303.04149691748677","1","220.6338864444822","252.10375943659542"
"24","10","-3","13","-6","7","351.07298070524416","1","351.07298070524416","-248.8899643505603"
"24","11","-3","10","-6","0","922.9990834979781","1","922.9990834979781","-187.86752945074852"
"24","12","-4","10","-6","0","-1371.9355348409838","1","922.9990834979781","-187.86752945074852"
